Sample	input_raw_reads	fastp	bowtie
SRR1927149	14834811	13256528	13248968
SRR1929408	31843136	30009879	29813938
SRR1929484	8271548	7156846	7148249
SRR1929485	4744817	4131596	4125568
SRR1929563	14081791	12530628	12505660
SRR1929574	10431372	9388377	9368130
SRR1930121	35645325	32610752	32393876
SRR1930122	15396618	13874171	13855109
SRR1930123	38920714	34338699	34172040
SRR1930128	15333733	13834962	13827069
SRR1930132	4866860	3994827	3992804
SRR1930133	4913103	4833879	4815364
SRR1930134	11313742	10001590	9995206
SRR1930136	13390711	9327013	9317624
SRR1930138	4929987	4188364	4178801
SRR1930140	8449886	7503738	7498624
SRR1930141	32369669	30669802	30411039
SRR1930142	5271272	5152832	5135088
SRR1930143	6603974	5604949	5598945
SRR1930144	5055719	4246708	4243612
SRR1930145	16695141	14799449	14785116
SRR1930149	4105469	3609664	3607461
SRR1930176	5243950	3174277	3171344
SRR1930177	5537392	4816844	4808853
SRR1930179	5247168	3223989	3223067
SRR1930187	4041601	2557222	2554434
SRR1930244	8006701	7052404	7033883
SRR1930247	1940463	1567534	1553318
SRR1930248	4831072	2995287	2991517
SRR1930250	1870124	1106903	1099466
SRR1930251	2404767	1466852	1463863
SRR1930253	9974264	7929406	7924774
SRR1930255	7186750	5939363	5928602
SRR1930777	3135074	1979955	1976486
SRR1931170	16744111	14838349	14831410
SRR1931173	23917309	19785157	19645885
SRR1931177	3230706	1906872	1901936
SRR1931178	3801021	2367019	2361075
