Sample	input_raw_reads	fastp	bowtie
SRR13336825	43736062	41300247	41300174
SRR13336827	38909098	35811418	35811212
SRR13336828	60861706	57774813	57774779
SRR13336829	38030842	35840632	35840607
SRR13336832	42319399	39991874	39991839
SRR13336833	37569160	36120320	36120295
SRR13336834	37195370	35444532	35444381
SRR13336835	39554528	38074061	38073984
SRR13336836	41444645	39829548	39829538
SRR13336867	35147880	33228171	33228158
SRR13336868	53272339	50396569	50396548
SRR13336869	49030607	46313990	46313950
SRR13336870	54290657	51238636	51238572
SRR13336872	46689294	44368829	44368802
SRR13336873	46838330	44270555	44270503
SRR13336874	43673215	41291496	41291476
SRR13336875	36842711	34547122	34547059
SRR13336876	45755262	43048941	43048897
SRR13336877	44759680	42277268	42277197
SRR13336878	49445755	46115119	46114650
SRR13336879	48259035	45510721	45510699
SRR13336880	34583678	32425814	32425745
SRR13336881	37085228	34928838	34928814
SRR13336883	36817729	34658324	34658306
SRR13336884	35053980	32768314	32768250
SRR13336885	41953565	39676738	39676335
SRR13336886	47194346	45343599	45343341
SRR13336888	36873000	35370006	35369985
SRR13336889	34009504	32499610	32499546
SRR13336890	38627506	37091230	37091200
SRR13336891	36830036	35124098	35124063
SRR13336892	39199220	37703677	37703663
SRR13336893	34894305	33437216	33437180
SRR13336894	39510642	37914493	37914462
SRR13336895	34884811	33513750	33513621
SRR13336896	38545629	37120215	37120157
SRR13336898	40210048	38714283	38714255
SRR13336899	41081091	39193969	39193961
SRR13336900	53948214	51877866	51877821
SRR13336901	38941295	37273016	37272912
SRR13336902	49417362	47233158	47233125
SRR13336903	54442881	51469779	51469725
SRR13336940	38346967	36176988	36176887
SRR13336941	37102007	35657522	35657411
SRR13336942	37541081	36061500	36061288
SRR13336944	38793190	37245841	37245781
