Sample	input_raw_reads	fastp	bowtie
SAMEA4545280	30225882	26193121	26178882
SAMEA4545282	36247486	30908603	30765587
SAMEA4545284	30503498	26335908	26335205
SAMEA4545288	38991436	34997357	34996898
SAMEA4545296	23398384	20263284	20211197
SAMEA4545308	26354397	22968506	22968168
SAMEA4545326	36766255	32451353	32451107
SAMEA4545332	31002969	27273267	27267029
SAMEA4545340	26771825	23002366	23001890
SAMEA4545360	26904128	23365158	23362780
SAMEA4545362	27572754	24193459	24192808
SAMEA4545364	24596198	21238304	21237636
SAMEA4545372	32233358	26225696	26122363
SAMEA4545380	35607855	32654039	32653546
SAMEA4545388	30603430	27272679	27272381
SAMEA4545394	18874788	15934370	15934316
SAMEA4545396	43399188	40618870	40618630
SAMEA4545400	37842007	32553480	32543100
SAMEA4545406	33388848	27426757	27425829
SAMEA4545412	29047653	25578574	25578449
SAMEA4545420	26965495	23718866	23718095
SAMEA4545422	27777338	25199216	25198951
SAMEA4545430	34180759	29972502	29972319
SAMEA4545434	26467057	21189982	21183076
SAMEA4545446	28809752	24848837	24848363
SAMEA4545450	26683095	22787585	22787490
