Sample	input_raw_reads	fastp	bowtie
DRR127488	41054802	39513653	39513569
DRR127524	38214617	37369443	37369393
DRR127532	16670202	16300886	16300884
DRR127535	13888655	13393934	13393929
DRR127537	20410487	19879732	19879570
DRR127546	49676994	48107852	48106297
DRR127552	13758304	13419758	13419704
DRR127583	23718448	22604190	22604186
DRR127588	19097749	18546142	18546134
DRR127596	18255033	17639269	17639232
DRR127597	16683150	16174640	16174356
DRR127613	19591338	19007031	19007010
DRR127616	22104492	21495800	21495701
DRR127619	16951730	16507316	16507306
DRR127628	20347713	19862786	19862737
DRR127634	33959999	32679292	32679259
DRR127649	19594177	19074536	19074522
DRR127672	20443735	19773884	19773842
DRR127683	20613087	20018178	20018167
DRR127692	17737322	17285697	17285691
DRR127704	20018816	19365454	19365406
DRR127707	29216670	28234114	28234034
DRR127713	23365749	22479022	22478124
DRR127721	21301935	20619440	20618873
DRR127724	28440378	27754218	27754206
DRR127728	26945497	25702425	25702293
DRR127731	32316669	31577738	31577642
DRR127736	20652336	20219226	20218860
DRR127737	31904039	31194298	31194143
DRR127748	17444276	17060431	17060419
DRR127751	27059422	26406267	26405752
DRR127752	23863524	23363426	23363406
DRR127755	21766752	21217770	21217717
DRR127756	25475003	24798718	24793916
DRR127762	26075583	25439074	25439046
DRR127763	23948192	23309687	23306541
DRR127776	27535102	26313803	26313707
DRR127777	26296274	25616022	25615967
DRR162775	20289277	19664179	19664146
DRR162776	15380183	14919211	14918710
DRR171467	34880326	34120429	34119218
DRR171469	23774228	23187923	23187893
DRR171474	17141737	16650422	16650395
DRR171477	20276736	19592049	19591501
DRR171479	15504305	14817346	14815451
DRR171487	16949805	16446797	16446657
DRR171488	21070466	20169968	20169567
DRR171497	25544444	25127985	25127484
DRR171499	27267214	26976862	26976815
DRR171500	27662531	27321347	27321340
DRR171503	27837953	27501755	27501704
DRR171506	21840066	21726775	21726773
DRR171509	23147731	22686879	22686809
DRR171513	14818495	14715281	14709676
DRR171514	16215152	16107309	16107291
DRR171515	20216116	19948477	19947726
DRR171517	11533656	11468989	11468978
DRR171518	8894561	8835824	8835212
DRR171523	13639035	13531449	13531407
DRR171525	14240414	14127133	14119299
DRR171527	18909174	18681393	18681218
DRR171530	12507088	12406332	12406124
DRR171538	24072575	23808195	23808181
DRR171539	14349034	14218634	14218603
DRR171543	11670795	11588647	11588623
DRR171545	11484005	11381866	11381852
DRR171546	27061733	26745589	26744901
DRR171552	19962864	19822430	19820033
DRR171555	18591611	18434713	18434702
DRR171560	8080183	8016932	8011475
DRR171563	17201140	17091090	17091069
DRR171567	20495199	20309051	20308608
DRR171568	12913421	12834413	12833802
DRR171569	16430061	16323391	16323370
DRR171571	16526464	16426260	16426173
DRR171572	22382978	22165449	22165435
DRR171576	361135	357470	343827
DRR171578	21105512	20941860	20941834
DRR171580	23370039	23183891	23183770
DRR171581	30350423	29914698	29914589
DRR171585	19480860	19346032	19345989
DRR171586	17427942	17314369	17314355
DRR171587	18525569	18378978	18378958
DRR171588	27162358	26809423	26809378
DRR171589	9450956	9400685	9399011
DRR171591	21320751	21200517	21200487
DRR171592	20011689	19828123	19828116
DRR171594	25328303	25163232	25163103
DRR171598	21562990	21445197	21445170
DRR171599	19786293	19651713	19647701
DRR171601	24390499	24230300	24230279
DRR171604	21168757	21049519	21049487
