Sample	input_raw_reads	fastp	bowtie
SRR5935740	10532910	9533204	9530545
SRR5935745	10492437	9604602	9599033
SRR5935747	3036382	2816017	2795984
SRR5935749	18879904	17381214	17378321
SRR5935764	11689489	10484080	10483928
SRR5935768	15746753	14337808	14337677
SRR5935770	16180463	15021369	15021205
SRR5935771	9230220	8346523	8342061
SRR5935772	15271512	13745525	13745476
SRR5935773	20671571	18676212	18675866
SRR5935774	12252617	10869077	10869001
SRR5935778	10554303	9602589	9600760
SRR5935781	8486948	7975197	7955532
SRR5935784	14800056	13594610	13592591
SRR5935788	11073410	10018249	10018176
SRR5935793	1771479	1632282	1632278
SRR5935795	11924297	10866356	10866272
SRR5935797	8439357	7450518	7445576
SRR5935798	20086542	17792613	17791916
SRR5935801	13162386	12196017	12195561
SRR5935810	15280552	14025521	14024064
SRR5935813	16980616	15230408	15229777
SRR5935816	12244248	11083051	11081312
SRR5935817	14261195	13075284	13075258
SRR5935818	8877621	8230666	8226558
SRR5935820	12062510	10903254	10903089
SRR5935825	11458367	10361558	10361543
SRR5935827	16260968	14777897	14774531
SRR5935833	12711109	11665035	11665011
SRR5935836	7326365	6603750	6603607
SRR5935840	14537634	13368295	13367165
SRR5935843	16390479	14668652	14668601
SRR5935848	18120282	16071060	16070162
SRR5935849	18029855	16384436	16383924
SRR5935850	11028882	10092593	10091096
SRR5935866	13126777	11770969	11770836
SRR5935868	6411559	5918559	5906664
SRR5935872	17794673	16180821	16180301
SRR5935876	15788250	14422105	14422055
SRR5935889	10923148	9724738	9724357
SRR5935892	2121840	1929953	1929933
SRR5935901	13284477	12158129	12158074
SRR5935912	7997656	7324084	7322457
SRR5935914	12402432	11365693	11365671
SRR5935915	9839779	8618529	8618444
SRR5935916	16507783	15004700	15004668
SRR5935924	10471015	9181434	9181375
SRR5935929	14472004	13097627	13097519
SRR5935938	17642464	16195058	16194866
SRR5935951	11785571	10932148	10931644
SRR5935963	14739287	13574708	13574547
SRR5935965	9856171	8564774	8564736
SRR5935966	10734147	9683520	9683461
SRR5935968	14159907	12901682	12901631
SRR5935970	13062161	11905331	11905319
SRR5935971	11815266	10700883	10700511
SRR5935975	11627877	10669025	10668685
SRR5935976	10628890	9660445	9660309
SRR5935981	11535980	10482179	10482155
SRR5935984	12883571	11804643	11804539
SRR5935985	14604220	13377306	13376504
SRR5935991	14440563	13229709	13229353
SRR5935995	13923394	12697801	12697789
SRR5936008	10993389	10161274	10161190
SRR5936013	16589679	15353307	15353257
SRR5936014	13062966	11600171	11600062
SRR5936019	11843920	10750624	10750436
SRR5936020	13350045	12137666	12137404
SRR5936025	14390363	12654771	12654744
SRR5936031	14927120	13440815	13440704
SRR5936033	15410030	13601880	13601854
SRR5936035	13141016	11943996	11936723
SRR5936037	14646598	12849282	12849217
SRR5936041	16904184	15697121	15696900
SRR5936043	17247583	15910387	15909854
SRR5936052	14057101	12875291	12875273
SRR5936056	14093371	12815712	12815622
SRR5936058	10685778	9630882	9630871
SRR5936065	17189835	15695730	15695471
SRR5936095	14672681	13412372	13411822
SRR5936097	13394088	12146693	12146608
SRR5936098	21041980	19338955	19332821
SRR5936099	11811124	10740025	10739972
SRR5936103	9091822	8237890	8237819
SRR5936104	18484738	16982388	16982264
SRR5936105	11530074	10385778	10385711
SRR5936112	13949858	12688635	12688610
SRR5936115	12894021	11689069	11688812
SRR5936118	14363979	13067294	13066642
SRR5936127	15068248	13865061	13864945
SRR5936130	9088487	8154511	8154436
SRR5936132	13776331	12366360	12365968
SRR5936137	5520736	5060379	5013346
SRR5936141	2413772	2132301	2132225
SRR5936143	14351787	13099535	13099437
SRR5936156	12563284	11172640	11172345
SRR5936159	13121510	11786143	11786089
SRR5936165	15183946	13450944	13449588
SRR5936168	11083420	10021733	10021586
SRR5936169	12654338	11515163	11514783
SRR5936173	14400295	13233679	13233233
SRR5936191	12071491	10926792	10926754
SRR5936192	18779233	16982359	16982043
SRR5936195	15001775	13639050	13638998
SRR5936197	21739818	19996830	19995829
SRR5936198	10869833	9899205	9861092
SRR5936201	20363071	19014829	19014812
SRR5936204	12328850	11416256	11416169
SRR5936213	10772334	9740408	9740308
SRR5936228	11703584	10724899	10723796
SRR5936229	15117923	13498497	13498454
SRR5936231	12806926	11522526	11522501
SRR5936238	16682143	15401210	15400163
SRR5946609	13150098	11718005	11717557
SRR5946610	15172594	13813963	13813841
SRR5946611	11992706	10526164	10524375
SRR5946612	12758768	11424399	11424349
SRR5946618	3105580	2964421	2963821
SRR5946622	8655985	7545294	7540331
SRR5946625	8976108	7770015	7769853
SRR5946626	19719868	18195141	18195023
SRR5946628	18444992	17176392	17172355
SRR5946632	6685638	5870630	5870495
SRR5946640	6476322	5960136	5959930
SRR5946644	11486206	10163926	10163899
SRR5946645	7912057	7500489	7500473
SRR5946651	11650051	10723696	10723486
SRR5946652	12549561	11545209	11540567
SRR5946660	9366380	8936425	8936145
SRR5946670	16419699	14922860	14922793
SRR5946671	8662942	7900837	7900769
SRR5946676	12600313	11546425	11546114
SRR5946681	10469770	9960580	9960035
SRR5946682	13023904	11970639	11970446
SRR5946684	6023077	5646698	5646686
SRR5946689	9618970	8436139	8436091
SRR5946696	6392753	5270398	5270374
SRR5946701	18371772	16830582	16829555
SRR5946704	11203944	10625095	10624564
SRR5946707	11137969	9965256	9965193
SRR5946708	13138887	11848841	11848696
SRR5946711	7922073	6920992	6920929
SRR5946712	11849335	10614848	10614761
SRR5946713	7753130	6780430	6779880
SRR5946723	7756364	6880856	6880797
SRR5946729	13821817	12286266	12286190
SRR5946730	13992645	12105671	12105545
SRR5946731	8937765	7739082	7738968
SRR5946735	4702534	4159578	4159512
SRR5946737	20950066	19236106	19235226
SRR5946740	6757290	6400663	6400519
SRR5946746	7267654	6385713	6385683
SRR5946747	20893032	19437205	19436754
SRR5946748	11385656	10115421	10115221
SRR5946751	10390701	9411086	9410814
SRR5946760	20347591	18869405	18869223
SRR5946777	14940538	13876040	13875906
SRR5946779	8028962	7011776	7011622
SRR5946780	9065716	8596491	8596456
SRR5946787	14822042	13754722	13753795
SRR5946788	9972393	9198720	9198713
SRR5946791	16280061	15056191	15055978
SRR5946800	14485905	13845367	13845213
SRR5946803	12199644	10915031	10913370
SRR5946806	8046862	7359676	7358864
SRR5946808	8452235	7386015	7385998
SRR5946815	17357796	15229437	15229131
SRR5946817	15182778	14109021	14108168
SRR5946818	15638088	14556954	14556792
SRR5946825	11207458	9903509	9903460
SRR5946828	15278644	13982631	13982606
SRR5946829	11057834	9837664	9837633
SRR5946831	13372271	12046380	12046354
SRR5946834	10635555	9481322	9481091
SRR5946846	12954666	12049849	12047205
SRR5946847	18785776	17211619	17211088
SRR5946851	13716586	12829926	12828973
SRR5946857	17636925	15888147	15888071
SRR5946861	11283136	10409924	10409850
SRR5946866	6676176	5772262	5771971
SRR5946867	20152182	18761088	18760398
SRR5946868	6461554	6040548	6040529
SRR5946870	5635822	4851515	4851192
SRR5946874	11266666	9983513	9983168
SRR5946876	23352952	21312951	21312907
SRR5946880	12775890	11725017	11724647
SRR5946889	15686036	13932630	13932469
SRR5946891	12643856	11432828	11432340
SRR5946895	9562668	8625132	8624770
SRR5946896	6733869	6057714	6041388
SRR5946905	17093786	15368493	15368446
SRR5946911	13135119	12053160	12052058
SRR5946916	10206710	9192545	9192503
SRR5946920	6823338	6023685	6023450
SRR5946921	15028857	13847304	13846724
SRR5946923	14309924	12982569	12982488
SRR5946924	17176189	15538549	15538505
SRR5946925	14778572	13162413	13162191
SRR5946930	15880783	14686058	14686001
SRR5946931	18002527	16525268	16523852
SRR5946937	6353861	5577149	5577125
SRR5946946	12259680	11700282	11700243
SRR5946947	9369429	8321082	8321064
SRR5946952	7554970	6673011	6672928
SRR5946954	9880596	8637903	8637879
SRR5946955	15652704	14402953	14402559
SRR5946958	12892252	11952621	11952270
SRR5946959	13819929	12469177	12469157
SRR5946966	10476718	9322081	9322064
SRR5946967	6301354	5941268	5941259
SRR5946969	16988016	15329270	15329231
SRR5946970	8948827	8035667	8035543
SRR5946971	12982625	11621675	11621628
SRR5946974	6304574	5615013	5614942
SRR5946981	14702344	13521539	13521355
SRR5946985	21160122	19424448	19424063
SRR5946987	8909522	8116299	8116235
SRR5946988	9792100	8581438	8581386
SRR5946989	16114296	15124376	15124266
SRR5946992	9832495	8633187	8633128
SRR5946993	24495164	22883020	22882631
SRR5947000	19863594	18314240	18314172
SRR5947004	10804731	9495481	9495462
SRR5947012	6421662	6043387	6042950
SRR5947017	15526625	14080332	14079496
SRR5947019	13555880	12310040	12309758
SRR5947022	9431824	8479121	8476055
SRR5947024	13917492	12591711	12591708
SRR5947027	8942468	7797136	7796802
SRR5947028	18104999	16989066	16989013
SRR5947029	12526040	11587471	11586432
SRR5947031	7615046	6756075	6756032
SRR5947032	7718832	7050546	7049380
SRR5947035	7652342	7262040	7261426
SRR5947041	9615559	8584891	8584805
SRR5947045	14885456	13288544	13288340
SRR5947048	8027678	7196420	7196135
SRR5947052	9854852	8775734	8775701
SRR5947057	14967117	13676786	13676676
SRR5947061	7317135	6878701	6853141
SRR5947069	5810083	5096981	5096944
SRR5947072	16251507	14479808	14479733
SRR5947077	11131000	9872068	9871935
SRR5947081	19071362	17232910	17232504
SRR5947097	16570347	15446605	15446525
SRR5947104	10672376	9423962	9423865
SRR5950487	9233802	8115964	8115859
SRR5950489	10650728	9446565	9446485
SRR5950490	10654053	10200907	10200890
SRR5950491	11325512	10407802	10407291
SRR5950498	10499172	9375744	9375699
SRR5950500	9847404	8686128	8685927
SRR5950503	12589703	11711384	11711353
SRR5950506	17512702	16360743	16355273
SRR5950507	7530883	7125018	7124941
SRR5950511	9838487	9303854	9303711
SRR5950512	10429510	9480260	9480193
SRR5950515	10200791	9081535	9081445
SRR5950518	7704647	6903316	6903047
SRR5950519	6555421	5776559	5776452
SRR5950520	15797767	14438987	14438741
SRR5950522	14368329	12704352	12704324
SRR5950524	10919648	9987240	9987039
SRR5950528	15048314	13482407	13482263
SRR5950531	12407642	11290639	11290598
SRR5950543	9177770	8543764	8543684
SRR5950545	9261741	8311328	8311146
SRR5950547	12597653	12048870	12048645
SRR5950549	12022158	11082581	11082521
SRR5950550	9469030	8965231	8965169
SRR5950559	11322661	10109610	10109416
SRR5950561	9758236	8634901	8634843
SRR5950562	7425149	6544631	6544574
SRR5950563	9913957	9012962	9012920
SRR5950571	5790055	5387213	5387142
SRR5950581	8733238	7816449	7816366
SRR5950582	9794377	8828243	8828176
SRR5950584	10324230	9394512	9394131
SRR5950592	8498033	7482314	7482270
SRR5950593	11011826	9772442	9772420
SRR5950594	10057100	9185860	9185838
SRR5950598	13146512	11742472	11742134
SRR5950602	11095140	9939483	9938202
SRR5950603	12371123	10906185	10905881
SRR5950605	21113317	19478745	19478672
SRR5950621	12307152	11744020	11741417
SRR5950628	14150114	12416498	12416445
SRR5950634	6349024	5425672	5425650
SRR5950638	9318059	8226073	8226053
SRR5950642	8460820	8104234	8104157
SRR5950646	10527352	9118858	9118750
SRR5950648	12714237	11831613	11831589
SRR5950649	12639223	11528620	11528569
SRR5950652	8578614	7677539	7677507
SRR5950654	5180214	4857565	4857522
SRR5950658	9043675	7973725	7973649
SRR5950660	9406533	8418551	8418483
