Sample	input_raw_reads	fastp	bowtie
SRR5950664	7273535	6536443	6536128
SRR5950673	15859503	14647332	14647174
SRR5950686	13961826	12934323	12934206
SRR5950689	10426662	9270140	9269768
SRR5950690	14249169	12917900	12917553
SRR5950693	11814757	10769924	10769801
SRR5950697	5108685	4273841	4273823
SRR5950699	8932013	7899103	7899045
SRR5950702	11353196	9996237	9996153
SRR5950704	10143839	9150909	9150817
SRR5950708	15224178	13450805	13450719
SRR5950715	13267975	11775845	11775799
SRR5950717	13815544	12359740	12359711
SRR5950718	15349028	13682937	13682833
SRR5950719	7250952	6410712	6410675
SRR5950726	10749258	9578786	9578389
SRR5950727	16154594	14838917	14838521
SRR5950729	21529591	19754273	19754127
SRR5950733	10431798	9356684	9356643
SRR5950735	11499936	10051461	10051408
SRR5950740	11636322	10298644	10297919
SRR5950745	16059448	14899976	14898896
SRR5950747	9362993	8519878	8519833
SRR5950752	14052303	13032402	13032324
SRR5950753	10525717	9192336	9192080
SRR5950759	12704920	11613080	11611111
SRR5950769	15619888	14341647	14341568
SRR5950777	12213829	11546761	11546723
SRR5950783	11051935	9833646	9833197
SRR5950784	13566015	11695415	11695375
SRR5950791	12128936	11174793	11174759
SRR5962882	15307501	13563812	13563754
