Sample	input_raw_reads	fastp	bowtie
SRR341616	14780645	11426964	11426946
SRR341617	12810108	9302973	9302704
SRR341618	16237015	12188205	12187803
SRR341619	13216943	9875999	9875922
SRR341620	15798707	13218622	13218446
SRR341621	13985762	10453699	10453155
SRR341622	14624429	11607391	11606749
SRR341623	14926107	11929026	11928988
SRR341624	15805636	12809321	12809116
SRR341625	12691777	8991476	8991108
SRR341626	13295066	10659491	10659383
SRR341627	14109925	11049807	11049744
SRR341628	14944402	12561716	12561590
SRR341629	14682375	11279679	11279666
SRR341630	14180143	10914223	10914162
SRR341631	14602534	10833461	10833392
SRR341632	30502951	18410123	18410012
SRR341633	30581764	18806778	18805871
SRR341634	15758241	12964583	12964494
SRR341635	12270998	8383616	8382451
SRR341636	15791284	12636333	12618006
SRR341637	12213728	8451764	8451613
SRR341638	12981728	10224523	10224471
SRR341639	16620780	12971867	12971841
SRR341640	16394422	14170455	14169233
SRR341641	13510124	11354149	11353991
SRR341642	14745963	11894894	11894852
SRR341643	20111772	14014119	14013650
SRR341644	15893868	13955965	13952775
SRR341645	15150248	7893269	7893232
SRR341646	19526380	13246604	13246527
SRR341647	14641196	7654187	7654151
SRR341648	14751555	7715541	7715396
SRR341649	21941568	16191433	16189710
SRR341650	20787970	15113118	15113012
SRR341651	14349761	11635585	11635315
SRR341652	17550018	13783958	13782398
SRR341653	17147691	14204009	14203472
SRR341690	16625807	12558873	12558844
SRR341691	14971272	12924973	12924947
SRR341692	15376462	11735645	11735620
SRR341693	16860428	15111861	15111462
SRR341694	18955398	16518839	16518811
SRR341695	18507963	16092479	16091911
SRR341696	19126377	17313065	17313028
SRR341697	16017077	13989452	13989393
SRR341698	17258016	13155738	13155684
SRR341699	18117840	15781056	15781017
SRR341700	14623830	13369495	13369448
SRR341701	15873863	12152389	12152255
SRR341702	17456205	14903607	14903398
SRR341703	17702323	16189056	16188941
SRR341704	17284789	15584314	15583054
SRR341705	17078588	14885022	14884951
SRR341706	16040688	14366574	14366255
SRR341707	18907487	16759015	16758928
SRR341708	17565580	15238369	15238337
SRR341709	17043908	15299073	15298916
SRR341710	16529490	14588581	14588517
SRR341711	15744451	14189514	14189354
SRR341712	14770126	13673782	13673763
SRR341713	18389317	16393754	16393707
SRR341714	13475238	11537424	11537315
SRR341715	16247605	14126444	14126311
SRR341716	16403764	14498781	14498730
SRR341717	16062696	14715454	14700269
SRR341718	11985011	10359503	10359428
SRR341719	11889902	10448542	10448516
SRR341720	17659797	15591778	15591742
SRR341721	11650621	9864934	9864594
SRR341722	18113476	16365092	16364848
SRR341723	11857505	10275916	10272183
SRR341724	16861449	15277788	15275782
SRR341725	12739564	11784627	11784433
SRR413556	24952099	19744426	19744345
SRR413557	10200206	8997425	8997288
SRR413558	9762766	9215608	9215448
SRR413559	26221444	22705882	22705753
SRR413560	20041022	14035221	14033331
SRR413561	18581699	17004863	17004853
SRR413562	23934818	16717134	16717103
SRR413563	22947492	16420796	16419870
SRR413564	22071124	19993575	19992439
SRR413565	24785565	22670593	22666678
SRR413566	25441486	19783902	19783214
