Sample	input_raw_reads	fastp	bowtie
SRR6054636	11503804	8685125	8684777
SRR6054637	7083391	4920818	4911676
SRR6054638	9557939	6598475	6597899
SRR6054639	16108935	10574571	10571774
SRR6054640	14063815	10346136	10342915
SRR6054641	8259587	5799645	5798343
SRR6054642	15790948	9677651	9673055
SRR6054643	10933466	7387755	7387085
SRR6054644	15342107	9888542	9887138
SRR6054645	14218403	10770155	10767902
SRR6054646	10761926	8019784	8016306
SRR6054647	14567850	10969735	10461726
SRR6054648	7277800	5346061	5345749
SRR6054649	12096499	8407488	8404583
SRR6054650	10680509	7970360	7969620
SRR6054651	4632119	3209529	3208454
SRR6054652	8326492	5621403	5620717
SRR6054653	4486680	3182464	3179575
SRR6054654	10018229	7297858	7296654
SRR6054655	6932327	4652560	4651988
SRR6054656	12383173	9070732	9070328
SRR6054657	10542837	7798153	7793616
SRR6054658	10437330	6854225	6851952
SRR6054659	9634170	7040080	7038276
SRR6054660	17424147	11697418	11696675
SRR6054661	17080681	10917012	10915390
SRR6054662	11393042	8565186	8564399
SRR6054663	10132481	6851709	6850901
SRR6054664	6273765	4004715	4004270
SRR6054665	9964080	6819545	6819243
SRR6054666	3479796	2162545	2161072
SRR6054667	13825677	10107324	10106837
SRR6054668	11365614	8046248	8045634
SRR6054669	11459975	8340981	8340140
SRR6054670	14106581	9104514	9092893
SRR6054671	7852938	5242214	5239589
SRR6054672	6553038	4267039	4266122
SRR6054673	9987683	7728837	7728094
SRR6054674	11093745	6900661	6882283
SRR6054675	13026256	9369429	9360342
SRR6054676	16623711	12599863	12595227
SRR6054677	12600517	8628185	8618049
SRR6054678	9158897	6233773	6233438
SRR6054679	9130482	6843391	6842411
SRR6054680	7513328	4941399	4940242
SRR6054681	3123207	2370372	2367491
SRR6054682	6812046	4949950	4949382
SRR6054683	11574609	8808645	8805536
SRR6054684	15995995	12036564	12035697
SRR6054685	10106707	7689434	7687965
SRR6054686	11497693	8433384	8411249
SRR6054687	10871087	7697707	7695122
SRR6054688	11246579	8080976	8079583
SRR6054689	13063784	8890290	8888528
SRR6054690	12776418	9794911	9794485
SRR6054691	12998179	9278594	9276798
SRR6054692	13872049	10104458	10104373
SRR6054693	7778238	5929223	5929192
SRR6054694	10373215	7185500	7184694
SRR6054695	12017962	8035910	8035209
SRR6054696	12574287	9232441	9231406
SRR6054697	13768347	8607666	8606409
SRR6054698	8206799	5365448	5363989
SRR6054699	13050262	9369888	9360431
SRR6054700	10685272	7242695	7241902
SRR6054701	10587276	7736801	7734608
SRR6054702	8533035	5262848	5262036
SRR6054703	1193648	797363	795546
SRR6054704	7392468	4414684	4413754
SRR6054705	16764543	11804954	11801093
SRR6054706	7287342	4642754	4642107
SRR6451714	5265711	3673653	3673248
SRR6451715	4579924	2925947	2924432
SRR6451716	16223137	11514884	11514485
SRR6451717	11015286	7958044	7937479
SRR6451718	1198602	827292	826097
SRR6451719	6893843	4401602	4401378
SRR6451720	9341704	7107171	7056694
SRR6451721	13152947	9956688	9956002
SRR6451722	6676895	4693780	4624671
SRR6451723	5894617	3688891	3608209
SRR6451724	7191882	4345217	4344775
SRR6451725	6592328	3804263	3803357
SRR6451726	8400247	6186416	6185916
SRR6451727	10085772	6444070	6443272
SRR6451728	11050863	6766588	6765206
SRR6451729	5329297	3392875	3390606
SRR6451730	15646599	11225747	11224139
SRR6451731	12936454	9603531	9602905
SRR6451732	7085763	4596747	4574326
SRR6451733	7017437	4352033	4351184
SRR6451734	16977113	12375729	12374286
SRR6451735	11915149	7955338	7952184
SRR6451736	11051506	8383361	8382228
SRR6451737	7738099	5820077	5819688
SRR6451738	15468247	11764620	11763107
SRR6451739	8186361	5518814	5518602
SRR6451740	14746733	10785011	10778726
SRR6451741	9984553	7019963	7018842
SRR6451742	4067444	2769182	2767326
SRR6451743	15107310	10181908	10180311
SRR6451744	10321904	7120694	7120189
SRR6451745	8624809	6527557	6522076
SRR6451746	11546040	8540058	8539272
SRR6451747	12286112	9250091	9248992
SRR6451748	15448459	11551977	11550668
SRR6451749	9702389	7157366	6680952
SRR6451750	7659376	5110152	5100978
SRR6451751	10862243	7325551	7317908
SRR6451752	9196645	6260140	6165555
SRR6451753	8818065	5919541	5918931
SRR6451754	6000093	3717122	3715067
SRR6451755	12962205	9746378	9745240
SRR6451756	2856682	1917409	1916162
SRR6451757	11387163	7989647	7986761
SRR6451758	7935644	6007320	6006716
SRR6451759	10227126	7226715	7225800
SRR6451760	9504032	7235966	7235466
SRR6451761	11530511	8219347	8208711
SRR6451762	6588617	4888859	4833652
SRR6451763	12047994	8854603	8851561
SRR6451764	15460843	11442687	11437348
SRR6451765	11495729	7395101	7392128
SRR6451766	19281307	14341421	14334145
SRR6451767	20434523	13196452	13193302
SRR6451768	10899280	8235627	8235359
SRR6451769	12056317	8449460	8448878
SRR6451770	9248327	6212663	6207292
SRR6451771	506715	308182	307139
SRR6451772	7376744	4974285	4970518
SRR6451773	11772681	7937789	7937611
SRR6451774	8051324	5336087	5335384
SRR6451775	12567219	9411073	9409819
SRR6451776	10518209	7511485	7480957
SRR6451777	11552741	8407465	8386552
SRR6451778	9064917	6156452	6156237
SRR6451779	8822788	5947667	5945717
SRR6451780	5291550	3479534	3478728
SRR6451781	4659790	3190513	3189898
SRR6451782	6349417	4627390	4625442
SRR6451783	7167074	4622987	4621721
SRR6451784	7300783	4565815	4565679
SRR6451785	12812566	8393497	8391511
SRR6451786	481364	323778	323122
SRR6451787	8856851	6117363	6108379
SRR6451788	19764008	12728791	12725570
SRR6451789	5705853	3613108	3612208
SRR6451790	9171800	6737381	6737025
SRR6451791	9480677	6685918	6685098
SRR6451792	18258424	12777572	12774154
SRR6451793	9930289	7722457	7719557
SRR6451794	12706081	9154943	9136617
SRR6451795	11714826	8268503	8262388
SRR6451796	475987	297826	297452
SRR6451797	16159807	12136284	12134585
SRR6451798	7131686	4947238	4945882
SRR6451799	5871367	3762320	3760101
SRR6451800	4033413	3005187	3005101
SRR6451801	10259259	7124297	7122467
SRR6451802	12072294	7659478	7658372
SRR6451803	14457052	10776399	10775195
SRR6451804	8971383	6710433	6700328
SRR6451805	14139309	8977358	8976641
SRR6451806	16586990	11279136	11277488
SRR6451807	12072656	8522390	8520630
SRR6451808	10736091	7511530	7509695
SRR6451809	12539384	8972606	8968981
SRR6451810	12012676	9035269	9034413
SRR6451811	8602610	5363886	5357680
SRR6451812	8256676	5643491	5643219
SRR6451813	17173168	11740454	11737774
SRR6451814	8704190	6311086	6309147
SRR6451815	11192477	7981173	7971037
SRR6451816	10007785	7344441	7344292
SRR6451817	5451999	3986142	3985999
SRR6451818	9737583	7111064	7108424
SRR6451819	13519043	9706144	9705864
SRR6451820	10878315	7796752	7794100
SRR6451821	2924538	1960183	1959613
SRR6451822	12987876	9305303	9302713
SRR6451823	6303606	3873955	3873204
SRR6451824	8337211	5203590	5203163
SRR6451825	12128677	9279954	9253116
SRR6451826	12987294	9627137	9625896
SRR6451827	21100640	15150492	15148199
SRR6451828	10306974	6432277	6432004
SRR6451829	7039318	4238308	4237946
SRR6451830	14310243	9461706	9409710
SRR6451831	15816234	11800319	11510368
SRR6451832	15265742	11169365	11167347
SRR6451833	14411501	10279058	10274417
SRR6451834	18622126	13825374	13820949
SRR6451835	11180271	7919916	7910654
SRR6451836	7047231	5223497	5217499
SRR6451837	12492791	9476829	9472298
