Sample	input_raw_reads	fastp	fastp(%)[reference: raw reads]	bowtie	bowtie(%)[reference: raw reads]
SRR13336825	43736062	41300247	94.43064855724779	41300174	94.43048164693016
SRR13336827	38909098	35811418	92.03867434809206	35811212	92.0381449089362
SRR13336828	60861706	57774813	94.92802091351169	57774779	94.92796504915587
SRR13336829	38030842	35840632	94.24096368941818	35840607	94.240897953298
SRR13336832	42319399	39991874	94.50009911530171	39991839	94.50001641091359
SRR13336833	37569160	36120320	96.14353900912343	36120295	96.14347246518155
SRR13336834	37195370	35444532	95.29286037482623	35444381	95.29245441032043
SRR13336835	39554528	38074061	96.25714911830069	38073984	96.25695445032235
SRR13336836	41444645	39829548	96.10300196804677	39829538	96.1029778394772
SRR13336867	35147880	33228171	94.5381940532402	33228158	94.53815706665665
SRR13336868	53272339	50396569	94.60175758379972	50396548	94.6017181637172
SRR13336869	49030607	46313990	94.45934454778421	46313950	94.45926296608972
SRR13336870	54290657	51238636	94.37836790223409	51238572	94.37825001823057
SRR13336872	46689294	44368829	95.02998481836114	44368802	95.02992698925796
SRR13336873	46838330	44270555	94.51779130468572	44270503	94.51768028450202
SRR13336874	43673215	41291496	94.54649949631599	41291476	94.54645370165673
SRR13336875	36842711	34547122	93.76921801438553	34547059	93.76904701719697
SRR13336876	45755262	43048941	94.0852245584344	43048897	94.08512839463143
SRR13336877	44759680	42277268	94.45391030498878	42277197	94.45375168008351
SRR13336878	49445755	46115119	93.2640607874225	46114650	93.26311227323761
SRR13336879	48259035	45510721	94.30507883135252	45510699	94.305033244034
SRR13336880	34583678	32425814	93.76045543796701	32425745	93.76025592188316
SRR13336881	37085228	34928838	94.18531281511872	34928814	94.18524809932407
SRR13336883	36817729	34658324	94.1348772489471	34658306	94.13482835945693
SRR13336884	35053980	32768314	93.4795820617231	32768250	93.4793994861639
SRR13336885	41953565	39676738	94.57298324945687	39676335	94.57202266362823
SRR13336886	47194346	45343599	96.07845609302437	45343341	96.07790941736961
SRR13336888	36873000	35370006	95.92386298917907	35369985	95.92380603693759
SRR13336889	34009504	32499610	95.5603762995191	32499546	95.56018811682759
SRR13336890	38627506	37091230	96.02284444664897	37091200	96.02276678178498
SRR13336891	36830036	35124098	95.36807946644417	35124063	95.36798443531252
SRR13336892	39199220	37703677	96.18476337029155	37703663	96.18472765529518
SRR13336893	34894305	33437216	95.82427848899698	33437180	95.8241753202994
SRR13336894	39510642	37914493	95.96020484810143	37914462	95.96012638822725
SRR13336895	34884811	33513750	96.06974794846961	33513621	96.069378160025
SRR13336896	38545629	37120215	96.30200871803129	37120157	96.30185824701421
SRR13336898	40210048	38714283	96.28012132688825	38714255	96.28005169255206
SRR13336899	41081091	39193969	95.40634887228288	39193961	95.40632939860336
SRR13336900	53948214	51877866	96.1623419081121	51877821	96.16225849478539
SRR13336901	38941295	37273016	95.71591288887542	37272912	95.71564582020193
SRR13336902	49417362	47233158	95.58008782419427	47233125	95.58002104604451
SRR13336903	54442881	51469779	94.53904358955582	51469725	94.53894440303408
SRR13336940	38346967	36176988	94.34119783189111	36176887	94.34093444730584
SRR13336941	37102007	35657522	96.1067200488642	35657411	96.10642087367403
SRR13336942	37541081	36061500	96.05876825976321	36061288	96.05820354507107
SRR13336944	38793190	37245841	96.01128703259515	37245781	96.01113236627357
