Sample	input_raw_reads	fastp	fastp(%)[reference: raw reads]	bowtie	bowtie(%)[reference: raw reads]
SRR5946612	12758768	11424399	89.54155291482688	11424349	89.54116102745971
SRR5946618	3105580	2964421	95.45466547311612	2963821	95.43534541051913
SRR5946622	8655985	7545294	87.16851981605791	7540331	87.11118376475929
SRR5946625	8976108	7770015	86.56329669830176	7769853	86.56149190718293
SRR5946626	19719868	18195141	92.26806690592451	18195023	92.26746852463718
SRR5946628	18444992	17176392	93.1222523707248	17172355	93.10036567107213
SRR5946632	6685638	5870630	87.80957030578084	5870495	87.8075510519714
SRR5946640	6476322	5960136	92.02964275093179	5959930	92.0264619331775
SRR5946644	11486206	10163926	88.48810477541497	10163899	88.48786971085143
SRR5946645	7912057	7500489	94.79821745470235	7500473	94.79801523169007
SRR5946651	11650051	10723696	92.04848974480885	10723486	92.04668717759262
SRR5946652	12549561	11545209	91.99691527058198	11540567	91.9599259288831
SRR5946660	9366380	8936425	95.40959260674882	8936145	95.40660319141439
SRR5946670	16419699	14922860	90.88388282878998	14922793	90.8834747823331
SRR5946671	8662942	7900837	91.2026999603599	7900769	91.20191500762674
SRR5946676	12600313	11546425	91.63601729576084	11546114	91.63354910310562
SRR5946681	10469770	9960580	95.13656938022517	9960035	95.13136391725892
SRR5946682	13023904	11970639	91.91283197419146	11970446	91.91135008366155
SRR5946684	6023077	5646698	93.7510511653761	5646686	93.75085193166217
SRR5946689	9618970	8436139	87.70314285209331	8436091	87.70264383816563
SRR5946696	6392753	5270398	82.44332293145065	5270374	82.44294750634037
SRR5946701	18371772	16830582	91.61109772100372	16829555	91.60550762332561
SRR5946704	11203944	10625095	94.83352469451829	10624564	94.82878529203644
SRR5946707	11137969	9965256	89.47103372257546	9965193	89.47046808982859
SRR5946708	13138887	11848841	90.18146666456603	11848696	90.18036307032705
SRR5946711	7922073	6920992	87.36339591922467	6920929	87.36260067282893
SRR5946712	11849335	10614848	89.58180353581024	10614761	89.58106931739206
