Sample	input_raw_reads	fastp	bowtie
SAMEA4813776	30521161	27475725	27475711
SAMEA4813777	24138687	21538462	21538446
SAMEA4813778	21745888	20362733	20362622
SAMEA4813779	28593399	25263261	25263233
SAMEA4813780	20090886	18694760	18694745
SAMEA4813781	20427481	18285705	18285703
SAMEA4813782	24606088	22355897	22355730
SAMEA4813783	24697705	22448044	22448020
SAMEA4813784	24634457	22568745	22568702
SAMEA4813785	25394085	21827156	21827135
SAMEA4813786	23055182	21329154	21329143
SAMEA4813787	27374122	24616035	24615985
SAMEA4813788	28278509	25866812	25866690
SAMEA4813789	27924445	25721482	25721444
SAMEA4813790	27894102	23886611	23886481
SAMEA4813791	19928543	18132792	18132705
SAMEA4813792	26912819	24601583	24601575
SAMEA4813793	22688611	21034918	21034778
SAMEA4813794	21630038	19888526	19888419
SAMEA4813795	25677483	23618878	23618813
SAMEA4813796	22617483	21006002	21005992
SAMEA4813797	24209508	22211483	22211481
SAMEA4813798	21551009	19546129	19546116
SAMEA4813799	22872642	20971213	20971200
SAMEA4813800	26557142	24617456	24617412
SAMEA4813801	23839132	21950231	21950215
SAMEA4813802	26038234	23285544	23285511
SAMEA4813803	22031517	20413823	20413765
SAMEA4813804	19931588	17872423	17872419
SAMEA4813805	28179337	25720946	25720928
SAMEA4813806	22796198	21186982	21186893
SAMEA4813807	23339054	21489295	21489278
SAMEA4813808	23515868	21062127	21062103
SAMEA4813809	22666666	20524520	20524513
SAMEA4813810	22720093	21061104	21061096
SAMEA4813811	19778145	18016008	18015684
SAMEA4813812	27595440	25354515	25354499
SAMEA4813813	26202557	24353265	24353244
SAMEA4813814	24113182	21605007	21604985
SAMEA4813815	20923799	19554491	19554319
SAMEA4813816	21953779	19607574	19607567
SAMEA4813817	26779185	24797495	24797467
SAMEA4813818	23945646	21687156	21687154
SAMEA4813819	22773134	20894752	20894553
SAMEA4813820	26386400	23947658	23947628
SAMEA4813821	25072570	22998936	22998932
SAMEA4813822	36031380	32862648	32862621
SAMEA4813823	24237195	21255540	21255519
SAMEA4813824	21837390	20324244	20324233
SAMEA4813825	27578285	24760542	24760484
SAMEA4813826	22345548	20156080	20156073
SAMEA4813827	28380624	26151108	26151099
SAMEA4813828	26049563	23652053	23652020
SAMEA4813829	26750211	24230978	24230935
SAMEA4813830	23617558	21057876	21057865
SAMEA4813831	26366230	23934484	23934476
SAMEA4813832	27588501	24288480	24288471
SAMEA4813833	22101537	20256751	20256697
SAMEA4813834	20796904	19025768	19025711
SAMEA4813835	29048069	25805966	25805877
SAMEA4813836	20751320	19226409	19226399
SAMEA4813837	25500951	23078491	23078484
SAMEA4813838	25982018	23344080	23344060
SAMEA4813839	27485027	25304385	25304344
SAMEA4813840	22154689	20310888	20310881
SAMEA4813841	26316486	24369642	24369630
SAMEA4813842	26738447	23580120	23580013
SAMEA4813843	25169048	22917090	22917072
SAMEA4813844	22969938	20881957	20881949
SAMEA4813845	22453641	20716757	20716734
SAMEA4813846	24390876	22618473	22618464
SAMEA4813847	24939980	23157192	23157176
SAMEA4813848	25408304	22778306	22778299
SAMEA4813849	23549972	21510334	21510267
SAMEA4813850	25618038	23105610	23105604
SAMEA4813851	28231970	26057164	26057146
SAMEA4813852	26380602	23824226	23824213
SAMEA4813853	29416972	27207146	27207136
SAMEA4813854	20999731	19169363	19169284
SAMEA4813855	30524733	27649909	27649894
SAMEA4813856	25433292	23166115	23165791
SAMEA4813857	25957679	23658016	23657901
SAMEA4813858	28010879	25783272	25783206
SAMEA4813859	19393151	17210455	17210433
SAMEA4813860	30364344	27430177	27430170
SAMEA4813861	23143314	21327615	21327607
SAMEA4813862	24017141	20982812	20982799
SAMEA4813863	24061749	21450582	21450574
SAMEA4813864	18838059	17023376	17023368
SAMEA4813865	24481811	22523426	22523420
SAMEA4813866	18421828	17185441	17185427
SAMEA4813867	23027552	20849453	20849432
SAMEA4813868	32881504	30099750	30099709
SAMEA4813869	22341335	19781122	19781103
SAMEA4813870	21738258	20048542	20048518
SAMEA4813871	21689381	19337126	19337105
SAMEA4813872	21962881	20301769	20301739
SAMEA4813873	26353482	24346900	24346879
SAMEA4813874	32313046	28841346	28841342
SAMEA4813875	19936785	18840600	18840577
SAMEA4813876	21392987	19132587	19132585
SAMEA4813877	23190543	21392983	21392917
SAMEA4813878	20235539	18825661	18825635
SAMEA4813879	28347221	25546052	25546042
SAMEA4813880	22473228	20864370	20864362
SAMEA4813881	22488142	20534635	20534635
SAMEA4813882	22003210	20686603	20686585
SAMEA4813883	22826417	20508678	20508669
SAMEA4813884	25265692	23090160	23090071
SAMEA4813885	21058719	19357767	19357758
SAMEA4813886	19374092	17229788	17229782
SAMEA4813887	34462572	31209392	31209337
SAMEA4813888	18963804	17892426	17892402
SAMEA4813889	34025488	30693098	30693089
SAMEA4813890	23517010	21579631	21579628
SAMEA4813891	21513620	18916641	18916588
SAMEA4813892	20744142	19152201	19152189
SAMEA4813893	22431384	20364349	20364317
SAMEA4813894	23137041	20561647	20561557
SAMEA4813895	30000881	26346735	26346661
SAMEA4813896	24240160	22506370	22506340
SAMEA4813897	22249280	19983323	19983310
SAMEA4813898	23020269	21119504	21119492
SAMEA4813899	22861389	20842131	20842117
SAMEA4813900	21031798	19352478	19352410
SAMEA4813901	25070764	23015542	23015457
SAMEA4813902	22123141	19839539	19839522
SAMEA4813903	26551056	23835275	23835271
SAMEA4813904	25139390	21929126	21928943
SAMEA4813905	23352041	21001968	21001963
SAMEA4813906	22157502	20000149	20000118
SAMEA4813907	23956999	21963992	21963882
SAMEA4813908	32532947	28498165	28498128
SAMEA4813909	22007617	19413785	19413761
SAMEA4813910	22133076	20363496	20363479
SAMEA4813911	20962474	19086215	19086208
SAMEA4813912	21351746	19409358	19409336
SAMEA4813913	24675758	21940661	21940654
SAMEA4813914	25545223	22837071	22836983
SAMEA4813916	23177151	20171433	20171429
SAMEA4813917	20259357	18207251	18207245
SAMEA4813919	25434299	22900909	22900785
SAMEA4813920	25278791	21586372	21586316
SAMEA4813921	23528525	20497499	20497446
SAMEA4813922	30338493	26226605	26226572
SAMEA4813923	21885545	18654922	18654917
SAMEA4813924	25296954	23013269	23013252
SAMEA4813925	22384783	21095811	21095806
SAMEA4813926	31263535	27839352	27839313
SAMEA4813927	26623514	22974043	22974021
SAMEA4813928	26345223	23654863	23654856
SAMEA4813929	23870489	21010259	21010249
SAMEA4813930	27132780	24767588	24767581
SAMEA4813931	22962350	21268734	21268479
SAMEA4813932	21064392	19028312	19028293
SAMEA4813933	25978041	22277259	22277251
SAMEA4813934	26175248	23694619	23694566
SAMEA4813935	25155253	23524743	23524737
SAMEA4813936	23675010	21111557	21111537
SAMEA4813937	25602303	23670299	23670196
SAMEA4813938	26956822	24663593	24663586
SAMEA4813939	21885098	20267520	20267516
SAMEA4813940	20501013	18731232	18731212
SAMEA4813941	24821851	22834922	22834870
SAMEA4813942	26563225	24284617	24284495
SAMEA4813943	23514755	21410285	21410257
SAMEA4813944	24202317	22133130	22133113
SAMEA4813945	25246623	22982300	22982271
SAMEA4813946	18351199	15665249	15665147
SAMEA4813947	27385098	24047012	24046913
SAMEA4813949	24857087	22808380	22808239
SAMEA4813950	20212891	18353255	18353246
SAMEA4813951	27116297	24324383	24323998
SAMEA4813952	24133359	21494974	21494912
SAMEA4813953	23059049	21508450	21508426
SAMEA4813954	19034980	17559053	17559045
SAMEA4813955	20967865	18805296	18805293
SAMEA4813956	27585315	24852298	24852285
SAMEA4813957	35125681	31451763	31451754
SAMEA4813958	23366413	21062594	21062578
SAMEA4813959	28706747	26684214	26684082
SAMEA4813960	23892244	21234478	21234471
SAMEA4813961	19357451	18167638	18167611
SAMEA4813962	18219658	15604375	15604333
SAMEA4813963	30665993	28181763	28181732
SAMEA4813964	23748468	21182251	21182217
SAMEA4813965	29088364	26988511	26988492
SAMEA4813966	27309647	24836539	24836521
SAMEA4813967	26719154	23980425	23980355
SAMEA4813968	20863570	19612718	19612704
SAMEA4813969	22299605	20029780	20029749
SAMEA4813970	28249154	25931191	25931048
SAMEA4813971	20681243	19207521	19207517
SAMEA4813972	28105119	25547297	25547157
SAMEA4813973	20940044	19629392	19629386
SAMEA4813974	25982338	23358213	23358202
SAMEA4813975	21746702	19914125	19914120
SAMEA4813976	23939256	21048436	21048300
SAMEA4813977	20542752	19144547	19144522
SAMEA4813978	23385351	20491921	20491904
SAMEA4813979	23029106	21136723	21136713
SAMEA4813980	22196399	20753442	20753434
SAMEA4813981	21406479	18385335	18385332
SAMEA4813982	21228118	19793616	19793596
SAMEA4813983	23439762	19899636	19899626
SAMEA4813984	20725848	19302808	19302775
SAMEA4813985	22837133	20535291	20535228
SAMEA4813986	23631874	20081133	20081128
SAMEA4813987	22275508	19628246	19628238
SAMEA4813988	23965227	22453109	22453039
SAMEA4813989	22958062	20962380	20962367
SAMEA4813990	21024264	18970284	18970271
SAMEA4813991	22727144	20734080	20734065
SAMEA4813992	21367771	18950627	18950513
SAMEA4813993	21234624	19971514	19971438
SAMEA4813994	22690156	20741984	20741977
SAMEA4813995	20206818	18575457	18575450
SAMEA4813996	22665910	20009112	20009103
SAMEA4814249	28083377	25653222	25653215
SAMEA4814250	23139340	20655092	20655080
