Sample	input_raw_reads	fastp	bowtie
SAMN02334109	56312191	44277380	44276647
SAMN02334110	54461833	42548052	42547590
SAMN02334111	45287278	35587066	35586363
SAMN02334112	47338107	36257650	36256294
SAMN02334113	49645843	39951542	39951448
SAMN02334114	54849623	43589029	43581141
SAMN02334116	56438580	45468287	45467946
SAMN02334117	54049989	42793041	42781141
SAMN02334118	107349533	60717013	60713252
SAMN02334119	48156310	38633882	38633654
SAMN02334120	50131362	40376423	40376154
SAMN02334121	53460443	43220698	43218689
SAMN02334122	57222746	46421784	46421652
SAMN02334123	52330874	41916559	41913785
SAMN02334124	57069382	44899008	44896344
SAMN02334125	39913162	29637073	29631688
SAMN02334126	46666132	36798026	36794553
SAMN02334127	48688910	38449148	38446789
SAMN02334128	53438000	43368000	43366308
SAMN02334130	99884893	58285090	58279641
SAMN02334132	45325849	35841971	35834629
SAMN02334133	50543937	40153640	40153296
SAMN02334134	47032906	37623267	37622617
SAMN02334135	43478540	35147895	35147562
SAMN02334136	51809606	41407176	41406604
SAMN02334137	52626047	41628414	41625404
SAMN02334138	43526831	35566385	35566292
SAMN02334139	54737495	43884593	43883686
SAMN02334140	39457056	28897169	28893530
SAMN02334142	105182383	58524760	58516129
SAMN02334143	48988578	37326524	37325578
SAMN02334144	50247788	40282117	40281807
SAMN02334145	49237837	39604006	39603308
SAMN02334146	56622675	44804955	44803307
SAMN02334147	48281413	38627101	38626464
SAMN02334148	46682103	37141979	37130193
SAMN02334149	63580720	50273262	50272835
SAMN02334150	49992374	39564076	39563870
SAMN02334151	54345928	44066356	44063955
SAMN02334152	41138525	10478272	10477348
SAMN02334153	48767185	38752082	38749618
